-34.855372,-56.221586
-34.88622,-56.18372
-34.882333,-56.081649
-34.882342,-56.083577
-34.873224,-56.205881
-34.889533,-56.165523
-34.87304,-56.20517
-34.87041,-56.17538
-34.827224,-56.2206
-34.885883,-56.138918
-34.887473,-56.13682
-34.844055,-56.154553
-34.846179,-56.156252
-34.88437,-56.166584
-34.814485,-56.220677
-34.914494,-56.173994
-34.899083,-56.17006
-34.833109,-56.145628
-34.884989,-56.095851
-34.880982,-56.166511
-34.833855,-56.221645
-34.834099,-56.222302
-34.899267,-56.190369
-34.88437,-56.166584
-34.855372,-56.221586
-34.88622,-56.18372
